#CNS11643,Sinopac,Unicode,Unisys,Word
02-534E,8512,8512,E765,蔒
02-534F,84EA,84EA,E766,蓪
02-5351,8516,8516,E768,蔖
02-5352,84FE,84FE,E769,蓾
02-5357,84FD,84FD,E76E,蓽
02-5358,851E,851E,E76F,蔞
02-5359,84F6,84F6,E770,蓶
02-535C,84E7,84E7,E773,蓧
02-5361,8518,8518,E778,蔘
02-5363,8530,8530,E77A,蔰
02-5364,850B,850B,E77B,蔋
02-5368,8756,8756,E7A1,蝖
02-536A,8764,8764,E7A3,蝤
02-536C,87E1,87E1,E7A5,蟡
02-536E,8758,8758,E7A7,蝘
02-5370,875B,875B,E7A9,蝛
02-5373,875A,875A,E7AC,蝚
02-5375,875E,875E,E7AE,蝞
02-5376,876D,876D,E7AF,蝭
02-537A,875F,875F,E7B3,蝟
02-537B,875D,875D,E7B4,蝝
02-537D,876C,876C,E7B6,蝬
02-537E,877A,877A,E7B7,蝺
02-5427,8762,8762,E7BE,蝢
02-542B,8905,8905,E7C2,褅
02-542C,890C,890C,E7C3,褌
02-542E,890B,890B,E7C5,褋
02-5437,89A2,89A2,E7CE,覢
02-543B,89F0,89F0,E7D2,觰
02-543C,89EC,89EC,E7D3,觬
02-543D,8ACF,8ACF,E7D4,諏
02-543E,8AC6,8AC6,E7D5,諆
02-5440,8AD3,8AD3,E7D7,諓
02-5441,8AD1,8AD1,E7D8,諑
02-5442,8AD4,8AD4,E7D9,諔
02-5443,8AD5,8AD5,E7DA,諕
02-5444,8ABB,8ABB,E7DB,誻
02-5445,8AD7,8AD7,E7DC,諗
02-5446,8ABE,8ABE,E7DD,誾
02-5447,8AC0,8AC0,E7DE,諀
02-5448,8AC5,8AC5,E7DF,諅
02-5449,8AD8,8AD8,E7E0,諘
02-544A,8AC3,8AC3,E7E1,諃
02-544D,8AD9,8AD9,E7E4,諙
02-544F,8C4D,8C4D,E7E6,豍
02-5451,8CE5,8CE5,E7E8,賥
02-5454,8CE8,8CE8,E7EB,賨
02-5455,8CDA,8CDA,E7EC,賚
02-5456,8CDD,8CDD,E7ED,賝
02-5459,8D9C,8D9C,E7F0,趜
02-545C,8E20,8E20,E7F3,踠
02-545E,8E25,8E25,E7F5,踥
02-5460,8E2E,8E2E,E7F7,踮
02-5467,8E27,8E27,E7FE,踧
02-546A,8E18,8E18,E842,踘
02-546B,8E13,8E13,E843,踓
02-546C,8E1C,8E1C,E844,踜
02-546D,8E17,8E17,E845,踗
02-546E,8E1A,8E1A,E846,踚
02-5470,8F24,8F24,E848,輤
02-5472,8F1A,8F1A,E84A,輚
02-5473,8F20,8F20,E84B,輠
02-5474,8F23,8F23,E84C,輣
02-5475,8F16,8F16,E84D,輖
02-5476,8F17,8F17,E84E,輗
02-5477,9073,9073,E84F,遳
02-5478,9070,9070,E850,遰
02-5479,906F,906F,E851,遯
02-547A,9067,9067,E852,遧
02-547B,906B,906B,E853,遫
02-547D,912B,912B,E855,鄫
02-5521,912A,912A,E857,鄪
02-5522,9132,9132,E858,鄲
02-5523,9126,9126,E859,鄦
02-5525,9185,9185,E85B,醅
02-5528,9181,9181,E85E,醁
02-5529,9182,9182,E85F,醂
02-552A,9184,9184,E860,醄
02-552D,92C3,92C3,E863,鋃
02-5530,92D9,92D9,E866,鋙
02-5531,92B6,92B6,E867,銶
02-5532,92CF,92CF,E868,鋏
02-5533,92F1,92F1,E869,鋱
02-5535,92D8,92D8,E86B,鋘
02-5538,92DD,92DD,E86E,鋝
02-5539,92CC,92CC,E86F,鋌
02-553A,92EF,92EF,E870,鋯
02-553D,92CA,92CA,E873,鋊
02-5544,92E0,92E0,E87A,鋠
02-5546,92E7,92E7,E87C,鋧
02-5547,92D1,92D1,E87D,鋑
02-554C,92C6,92C6,E8A3,鋆
02-554E,957C,957C,E8A5,镼
02-5550,95AB,95AB,E8A7,閫
02-5551,95AE,95AE,E8A8,閮
02-5552,95B0,95B0,E8A9,閰
02-5553,96A4,96A4,E8AA,隤
02-5559,975A,975A,E8B0,靚
02-555A,978A,978A,E8B1,鞊
02-555B,978E,978E,E8B2,鞎
02-555D,97D0,97D0,E8B4,韐
02-555F,981E,981E,E8B6,頞
02-5560,981D,981D,E8B7,頝
02-5561,9826,9826,E8B8,頦
02-5563,9828,9828,E8BA,頨
02-5564,9820,9820,E8BB,頠
02-5565,981B,981B,E8BC,頛
02-5566,9827,9827,E8BD,頧
02-5567,98B2,98B2,E8BE,颲
02-5568,9908,9908,E8BF,餈
02-5569,98FA,98FA,E8C0,飺
02-556A,9911,9911,E8C1,餑
02-556D,9917,9917,E8C4,餗
02-5574,99CE,99CE,E8CB,駎
02-5575,99C9,99C9,E8CC,駉
02-5576,99D6,99D6,E8CD,駖
02-5577,99D8,99D8,E8CE,駘
02-557C,9AEC,9AEC,E8D3,髬
02-557E,9AF3,9AF3,E8D5,髳
02-5622,9AF1,9AF1,E8D7,髱
02-5625,9B67,9B67,E8DA,魧
02-5627,9B71,9B71,E8DC,魱
02-5629,9B76,9B76,E8DE,魶
02-562A,9B75,9B75,E8DF,魵
02-562B,9B70,9B70,E8E0,魰
02-562E,9B6C,9B6C,E8E3,魬
02-562F,9CFC,9CFC,E8E4,鳼
02-5630,9CFA,9CFA,E8E5,鳺
02-5632,9CFF,9CFF,E8E7,鳿
02-5635,9D00,9D00,E8EA,鴀
02-5637,9CFB,9CFB,E8EC,鳻
02-563A,9D04,9D04,E8EF,鴄
02-563B,9E83,9E83,E8F0,麃
02-563E,9F10,9F10,E8F3,鼐
02-563F,511C,511C,E8F4,儜
02-5640,5113,5113,E8F5,儓
02-5641,5117,5117,E8F6,儗
02-5646,53E1,53E1,E8FB,叡
02-5647,5670,5670,E8FC,噰
02-5648,5660,5660,E8FD,噠
02-564A,5673,5673,E940,噳
02-564C,5663,5663,E942,噣
02-564D,566D,566D,E943,噭
02-5652,571B,571B,E948,圛
02-5653,58C8,58C8,E949,壈
02-5654,58BD,58BD,E94A,墽
02-5655,58C9,58C9,E94B,壉
02-5659,58BC,58BC,E94F,墼
02-565B,5B17,5B17,E951,嬗
02-565E,5B21,5B21,E954,嬡
02-565F,5B14,5B14,E955,嬔
02-5660,5B13,5B13,E956,嬓
02-5662,5B16,5B16,E958,嬖
02-5665,5B20,5B20,E95B,嬠
02-5667,5BEF,5BEF,E95D,寯
02-5668,5DAC,5DAC,E95E,嶬
02-566A,5DA9,5DA9,E960,嶩
02-566D,5DB0,5DB0,E963,嶰
02-566E,5DAE,5DAE,E964,嶮
02-566F,5DAA,5DAA,E965,嶪
02-5670,5DA8,5DA8,E966,嶨
02-5671,5DB2,5DB2,E967,嶲
02-5676,5E68,5E68,E96C,幨
02-5677,5E66,5E66,E96D,幦
02-5678,5E6F,5E6F,E96E,幯
02-567A,5EE7,5EE7,E970,廧
02-567C,5EE8,5EE8,E972,廨
02-567D,5EE5,5EE5,E973,廥
02-5721,5FBC,5FBC,E975,徼
02-5722,5FBB,5FBB,ECDE,徻
02-5725,6196,6196,E978,憖
02-5727,61B4,61B4,E97A,憴
02-5729,61C1,61C1,E97C,懁
02-572A,61CC,61CC,E97D,懌
02-572C,61BF,61BF,E9A1,憿
02-572D,61B8,61B8,E9A2,憸
02-572E,618C,618C,E9A3,憌
02-572F,64D7,64D7,E9A4,擗
02-5731,64D0,64D0,E9A6,擐
02-5732,64CF,64CF,E9A7,擏
02-5735,6489,6489,E9AA,撉
02-5737,64DB,64DB,E9AC,擛
02-5739,64D9,64D9,E9AE,擙
02-573C,657C,657C,E9B1,敼
02-573D,65A2,65A2,E9B2,斢
02-573E,66C8,66C8,E9B3,曈
02-573F,66BE,66BE,E9B4,暾
02-5743,66CF,66CF,E9B8,曏
02-5744,66BD,66BD,E9B9,暽
02-5746,66BA,66BA,E9BB,暺
02-5748,6723,6723,E9BD,朣
02-574B,6A49,6A49,E9C0,橉
02-574D,6A32,6A32,E9C2,樲
02-574E,6A68,6A68,E9C3,橨
02-5750,6A5D,6A5D,E9C5,橝
02-5751,6A6D,6A6D,E9C6,橭
02-5752,6A76,6A76,E9C7,橶
02-5753,6A5B,6A5B,E9C8,橛
02-5754,6A51,6A51,E9C9,橑
02-5755,6A28,6A28,E9CA,樨
02-5757,6A3B,6A3B,E9CC,樻
02-5759,6A41,6A41,E9CE,橁
02-575A,6A6A,6A6A,E9CF,橪
02-575C,6A50,6A50,E9D1,橐
02-575F,6A6F,6A6F,E9D4,橯
02-5765,6A55,6A55,E9DA,橕
02-5767,6A4E,6A4E,E9DC,橎
02-5769,6B55,6B55,E9DE,歕
02-576C,6BA7,6BA7,E9E1,殧
02-576D,6BAA,6BAA,E9E2,殪
02-576E,6BAB,6BAB,E9E3,殫
02-576F,6BC8,6BC8,E9E4,毈
02-5773,6C06,6C06,E9E8,氆
02-5774,6FAD,6FAD,E9E9,澭
02-5776,6FA3,6FA3,E9EB,澣
02-5778,6FBC,6FBC,E9ED,澼
02-577B,6F5E,6F5E,E9F0,潞
02-577D,6FBD,6FBD,E9F2,澽
02-577E,6F9E,6F9E,E9F3,澞
02-5821,6FCA,6FCA,E9F4,濊
02-5822,6FA8,6FA8,E9F5,澨
02-5827,6FAC,6FAC,E9FA,澬
02-5828,6FAA,6FAA,E9FB,澪
02-5829,6FCF,6FCF,E9FC,濏
02-582A,6FBF,6FBF,E9FD,澿
02-582B,6FB8,6FB8,E9FE,澸
02-5830,6FAF,6FAF,EA44,澯
02-5831,6FB2,6FB2,EA45,澲
02-5832,6FB0,6FB0,EA46,澰
02-5834,71C2,71C2,EA48,燂
02-5837,71D6,71D6,EA4B,燖
02-5838,71C0,71C0,EA4C,燀
02-5839,71C1,71C1,EA4D,燁
02-583A,71CB,71CB,EA4E,燋
02-583B,71D4,71D4,EA4F,燔
02-583D,71C7,71C7,EA51,燇
02-583E,71CF,71CF,EA52,燏
02-5843,71DA,71DA,EA57,燚
02-5844,71DB,71DB,EA58,燛
02-5845,729D,729D,EA59,犝
02-5846,729E,729E,EA5A,犞
02-584D,736A,736A,EA61,獪
02-584E,747F,747F,EA62,瑿
02-584F,749A,749A,EA63,璚
02-5850,74A0,74A0,EA64,璠
02-5851,7494,7494,EA65,璔
02-5852,7492,7492,EA66,璒
02-5858,762D,762D,EA6C,瘭
02-5859,7631,7631,EA6D,瘱
02-585A,763D,763D,EA6E,瘽
02-585B,7633,7633,EA6F,瘳
02-585C,763C,763C,EA70,瘼
02-5862,779A,779A,EA76,瞚
02-5864,77A1,77A1,EA78,瞡
02-5865,779C,779C,EA79,瞜
02-5867,77A2,77A2,EA7B,瞢
02-5868,77A3,77A3,EA7C,瞣
02-5869,7795,7795,EA7D,瞕
02-586D,78E9,78E9,EAA3,磩
02-586E,78E5,78E5,EAA4,磥
02-5873,78E1,78E1,EAA9,磡
02-5874,78E2,78E2,EAAA,磢
02-5875,78ED,78ED,EAAB,磭
02-5876,78DF,78DF,EAAC,磟
02-587D,7AB8,7AB8,EAB3,窸
02-587E,7AB5,7AB5,EAB4,窵
02-5922,7AB7,7AB7,EAB6,窷
02-5926,7BDD,7BDD,EABA,篝
02-5928,7BE5,7BE5,EABC,篥
02-592B,7BF9,7BF9,EABF,篹
02-592D,7BEA,7BEA,EAC1,篪
02-592E,7BE2,7BE2,EAC2,篢
02-592F,7BDC,7BDC,EAC3,篜
02-5936,7CD0,7CD0,EACA,糐
02-5938,7E12,7E12,EACC,縒
02-593B,7E0C,7E0C,EACF,縌
02-593E,7E13,7E13,EAD2,縓
02-5940,7E1C,7E1C,EAD4,縜
02-5941,7E15,7E15,EAD5,縕
02-5943,7E22,7E22,EAD7,縢
02-5944,7E0B,7E0B,EAD8,縋
02-5945,7E0F,7E0F,EAD9,縏
02-5947,7E0D,7E0D,EADB,縍
02-5948,7E14,7E14,EADC,縔
02-5949,7E25,7E25,EADD,縥
02-594A,7E24,7E24,EADE,縤
02-594C,7F7B,7F7B,EAE0,罻
02-5952,8029,8029,EAE6,耩
02-5954,81B1,81B1,EAE8,膱
02-5955,81A6,81A6,EAE9,膦
02-5956,81AE,81AE,EAEA,膮
02-595B,81AC,81AC,EAEF,膬
02-595D,81B2,81B2,EAF1,膲
02-595E,81B7,81B7,EAF2,膷
02-595F,81A7,81A7,EAF3,膧
02-5966,856B,856B,EAFA,蕫
02-5968,8553,8553,EAFC,蕓
02-596B,8540,8540,EB40,蕀
02-596C,8546,8546,EB41,蕆
02-596E,8541,8541,EB43,蕁
02-5970,8544,8544,EB45,蕄
02-5971,8551,8551,EB46,蕑
02-5973,8563,8563,EB48,蕣
02-5977,854E,854E,EB4C,蕎
02-5978,856E,856E,EB4D,蕮
02-5979,8575,8575,EB4E,蕵
02-597A,8555,8555,EB4F,蕕
02-597C,8560,8560,EB51,蕠
02-5A21,855D,855D,EB54,蕝
02-5A22,8554,8554,EB55,蕔
02-5A25,8663,8663,EB58,虣
02-5A26,8665,8665,EB59,虥
02-5A2A,878F,878F,EB5C,螏
02-5A2C,8793,8793,EB5E,螓
02-5A2D,8792,8792,EB5F,螒
02-5A31,8798,8798,EB63,螘
02-5A32,8779,8779,EB64,蝹
02-5A35,8785,8785,EB67,螅
02-5A36,8790,8790,EB68,螐
02-5A37,8791,8791,EB69,螑
02-5A3A,8794,8794,EB6C,螔
02-5A3C,879A,879A,EB6E,螚
02-5A3D,8789,8789,EB6F,螉
02-5A40,8930,8930,EB72,褰
02-5A43,8927,8927,EB75,褧
02-5A44,8931,8931,EB76,褱
02-5A47,8923,8923,EB79,褣
02-5A49,892C,892C,EB7B,褬
02-5A4B,89F1,89F1,EB7D,觱
02-5A4E,8AF2,8AF2,EBA2,諲
02-5A51,8ADD,8ADD,EBA5,諝
02-5A52,8B14,8B14,EBA6,謔
02-5A53,8AE4,8AE4,EBA7,諤
02-5A55,8AF0,8AF0,EBA9,諰
02-5A56,8AC8,8AC8,EBAA,諈
02-5A58,8AE1,8AE1,EBAC,諡
02-5A5A,8AFF,8AFF,EBAE,諿
02-5A5C,8AFB,8AFB,EBB0,諻
02-5A5D,8C91,8C91,EBB1,貑
02-5A5F,8C90,8C90,EBB3,貐
02-5A61,8CEE,8CEE,EBB5,賮
02-5A66,8D6E,8D6E,EBBA,赮
02-5A67,8DA5,8DA5,EBBB,趥
02-5A6A,8E3E,8E3E,EBBE,踾
02-5A6C,8E40,8E40,EBC0,蹀
02-5A6D,8E45,8E45,EBC1,蹅
02-5A70,8E3D,8E3D,EBC4,踽
02-5A73,8E3F,8E3F,EBC7,踿
02-5A74,8EBD,8EBD,EBC8,躽
02-5A77,8F35,8F35,EBCB,輵
02-5A79,8F39,8F39,EBCD,輹
02-5A7B,8F34,8F34,EBCF,輴
02-5A7E,907B,907B,EBD2,遻
02-5B24,9135,9135,EBD6,鄵
02-5B25,9136,9136,EBD7,鄶
02-5B26,9193,9193,EBD8,醓
02-5B28,9191,9191,EBDA,醑
02-5B2A,918F,918F,EBDC,醏
02-5B2B,9327,9327,EBDD,錧
02-5B2C,931E,931E,EBDE,錞
02-5B2D,9308,9308,EBDF,錈
02-5B2E,931F,931F,EBE0,錟
02-5B30,930F,930F,EBE2,錏
02-5B34,931B,931B,EBE6,錛
02-5B35,9323,9323,EBE7,錣
02-5B36,9312,9312,EBE8,錒
02-5B38,9346,9346,EBEA,鍆
02-5B3A,930E,930E,EBEC,錎
02-5B3B,930D,930D,EBED,錍
02-5B3D,931D,931D,EBEF,錝
02-5B3E,92FA,92FA,EBF0,鋺
02-5B41,92F7,92F7,EBF4,鋷
02-5B42,9334,9334,EBF5,錴
02-5B45,92FF,92FF,EBF8,鋿
02-5B47,9339,9339,EBFA,錹
02-5B49,932A,932A,EBFC,錪
02-5B4F,9300,9300,EC43,錀
02-5B53,95CD,95CD,EC47,闍
02-5B56,95BA,95BA,EC4A,閺
02-5B58,95BF,95BF,EC4C,閿
02-5B5A,95BD,95BD,EC4E,閽
02-5B5B,96A9,96A9,EC4F,隩
02-5B5C,96D4,96D4,EC50,雔
02-5B5D,970B,970B,EC51,霋
02-5B5E,9712,9712,EC52,霒
02-5B60,9799,9799,EC54,鞙
02-5B64,97F8,97F8,EC58,韸
02-5B65,9835,9835,EC59,頵
02-5B68,9924,9924,EC5C,餤
02-5B6A,9927,9927,EC5E,餧
02-5B6B,9929,9929,EC5F,餩
02-5B6D,99EE,99EE,EC61,駮
02-5B6E,99EC,99EC,EC62,駬
02-5B71,99F0,99F0,EC65,駰
02-5B72,99E3,99E3,EC66,駣
02-5B75,99E7,99E7,EC69,駧
02-5B77,9ABF,9ABF,EC6B,骿
02-5B79,9ABB,9ABB,EC6D,骻
02-5C22,9B85,9B85,EC74,鮅
02-5C25,9B7E,9B7E,EC77,魾
02-5C27,9B82,9B82,EC79,鮂
02-5C2C,9B95,9B95,EC7E,鮕
02-5C2E,9B88,9B88,ECA2,鮈
02-5C32,9D1E,9D1E,ECA6,鴞
02-5C35,9D1D,9D1D,ECA9,鴝
02-5C37,9D22,9D22,ECAB,鴢
02-5C38,9D10,9D10,ECAC,鴐
02-5C3C,9E86,9E86,ECB0,麆
02-5C3E,9EAE,9EAE,ECB2,麮
02-5C40,9ED5,9ED5,ECB4,黕
02-5C41,9ED6,9ED6,ECB5,黖
02-5C43,9F12,9F12,ECB7,鼒
02-5C44,9F3D,9F3D,ECB8,鼽
02-5C48,5124,5124,ECBC,儤
02-5C49,5120,5120,ECBD,儠
02-5C4B,52F4,52F4,ECBF,勴
02-5C4D,568C,568C,ECC1,嚌
02-5C51,5683,5683,ECC5,嚃
02-5C52,567E,567E,ECC6,噾
02-5C53,5682,5682,ECC7,嚂
02-5C55,5681,5681,ECC9,嚁
02-5C56,58D6,58D6,ECCA,壖
02-5C57,58D4,58D4,ECCB,壔
02-5C5A,5B2D,5B2D,ECCE,嬭
02-5C5C,5B32,5B32,ECD0,嬲
02-5C5E,5B2C,5B2C,ECD2,嬬
02-5C5F,5B27,5B27,ECD3,嬧
02-5C68,5E6A,5E6A,ECDC,幪
02-5C6C,61BC,61BC,ECE1,憼
02-5C6E,61E0,61E0,ECE3,懠
02-5C70,61E4,61E4,ECE5,懤
02-5C71,61E8,61E8,ECE6,懨
02-5C74,64E9,64E9,ECE9,擩
02-5C78,64E8,64E8,ECED,擨
02-5C79,6581,6581,ECEE,斁
02-5C7B,65B6,65B6,ECF0,斶
02-5C7D,66D2,66D2,ECF2,曒
02-5D21,6A96,6A96,ECF4,檖
02-5D22,6A81,6A81,ECF5,檁
02-5D24,6A89,6A89,ECF7,檉
02-5D27,6AA1,6AA1,ECFA,檡
02-5D28,6A9E,6A9E,ECFB,檞
02-5D2A,6A93,6A93,ECFD,檓
02-5D2C,6A95,6A95,ED40,檕
02-5D2D,6A83,6A83,ED41,檃
02-5D2F,6AA4,6AA4,ED43,檤
02-5D30,6A91,6A91,ED44,檑
02-5D31,6A7F,6A7F,ED45,橿
02-5D32,6AA6,6AA6,ED46,檦
02-5D34,6A85,6A85,ED48,檅
02-5D37,6B5B,6B5B,ED4B,歛
02-5D38,6BAD,6BAD,ED4C,殭
02-5D3A,6FCC,6FCC,ED4E,濌
02-5D3C,6FF4,6FF4,ED50,濴
02-5D3D,6FD4,6FD4,ED51,濔
02-5D3F,6FDC,6FDC,ED53,濜
02-5D40,6FED,6FED,ED54,濭
02-5D41,6FE7,6FE7,ED55,濧
02-5D43,6FDE,6FDE,ED57,濞
02-5D45,6FDD,6FDD,ED59,濝
02-5D46,6FE2,6FE2,ED5A,濢
02-5D49,71F1,71F1,ED5D,燱
02-5D52,7497,7497,ED66,璗
02-5D54,74AB,74AB,ED68,璫
02-5D57,74AD,74AD,ED6B,璭
02-5D58,74B1,74B1,ED6C,璱
02-5D5A,74AF,74AF,ED6E,璯
02-5D5B,7510,7510,ED6F,甐
02-5D5C,7511,7511,ED70,甑
02-5D5D,7512,7512,ED71,甒
02-5D5E,750F,750F,ED72,甏
02-5D5F,7584,7584,ED73,疄
02-5D60,7643,7643,ED74,癃
02-5D61,7648,7648,ED75,癈
02-5D67,77AB,77AB,ED7B,瞫
02-5D6A,77B6,77B6,ED7E,瞶
02-5D6C,77B1,77B1,EDA2,瞱
02-5D70,78FD,78FD,EDA6,磽
02-5D71,7902,7902,EDA7,礂
02-5D73,78FC,78FC,EDA9,磼
02-5D75,78F2,78F2,EDAA,磲
02-5D76,7905,7905,EDAB,礅
02-5D79,7904,7904,EDAE,礄
02-5E24,7ABE,7ABE,EDB7,窾
02-5E25,7AC0,7AC0,EDB8,竀
02-5E26,7AC1,7AC1,EDB9,竁
02-5E2A,7C00,7C00,EDBD,簀
02-5E2B,7BFF,7BFF,EDBE,篿
02-5E2C,7BFB,7BFB,EDBF,篻
02-5E2D,7C0E,7C0E,EDC0,簎
02-5E2E,7BF4,7BF4,EDC1,篴
02-5E2F,7C0B,7C0B,EDC2,簋
02-5E30,7BF3,7BF3,EDC3,篳
02-5E34,7C01,7C01,EDC7,簁
02-5E35,7BF8,7BF8,EDC8,篸
02-5E36,7BFD,7BFD,EDC9,篽
02-5E3C,7CE8,7CE8,EDCF,糨
02-5E3D,7E2D,7E2D,EDD0,縭
02-5E3E,7E3C,7E3C,EDD1,縼
02-5E41,9848,9848,EDD4,顈
02-5E43,7E2A,7E2A,EDD6,縪
02-5E46,7E47,7E47,EDD9,繇
02-5E47,7E29,7E29,EDDA,縩
02-5E48,7E4C,7E4C,EDDB,繌
02-5E50,7F7E,7F7E,EDE3,罾
02-5E52,7FF4,7FF4,EDE5,翴
02-5E54,802C,802C,EDE7,耬
02-5E55,81BB,81BB,EDE8,膻
02-5E57,81CC,81CC,EDEA,臌
02-5E59,81C5,81C5,EDEC,臅
02-5E5A,81C7,81C7,EDED,臇
02-5E5B,81BC,81BC,EDEE,膼
02-5E5C,81E9,81E9,EDEF,臩
02-5E5D,825B,825B,EDF0,艛
02-5E5E,825A,825A,EDF1,艚
02-5E5F,825C,825C,EDF2,艜
02-5E60,8583,8583,EDF3,薃
02-5E65,85A0,85A0,EDF8,薠
02-5E66,858B,858B,EDF9,薋
02-5E6C,8577,8577,EE40,蕷
02-5E6D,857C,857C,EE41,蕼
02-5E6E,8589,8589,EE42,薉
02-5E71,8578,8578,EE45,蕸
02-5E73,858E,858E,EE47,薎
02-5E76,858D,858D,EE4A,薍
02-5E78,859D,859D,EE4C,薝
02-5F21,8576,8576,EE53,蕶
02-5F22,8598,8598,EE54,薘
02-5F23,8590,8590,EE55,薐
02-5F24,859F,859F,EE56,薟
02-5F25,8668,8668,EE57,虨
02-5F27,87AA,87AA,EE59,螪
02-5F29,87C5,87C5,EE5B,蟅
02-5F2B,87AC,87AC,EE5D,螬
02-5F31,87C3,87C3,EE63,蟃
02-5F33,87CC,87CC,EE65,蟌
02-5F34,87B7,87B7,EE66,螷
02-5F35,87AF,87AF,EE67,螯
02-5F37,87CA,87CA,EE69,蟊
02-5F39,87B6,87B6,EE6B,螶
02-5F3B,87B8,87B8,EE6D,螸
02-5F3D,87DE,87DE,EE6F,蟞
02-5F43,8941,8941,EE75,襁
02-5F44,8952,8952,EE76,襒
02-5F46,8942,8942,EE78,襂
02-5F48,89AF,89AF,EE7A,覯
02-5F4A,89F2,89F2,EE7C,觲
02-5F4C,8B1E,8B1E,EE7E,謞
02-5F4D,8B18,8B18,EEA1,謘
02-5F4E,8B16,8B16,EEA2,謖
02-5F50,8B05,8B05,EEA4,謅
02-5F51,8B0B,8B0B,EEA5,謋
02-5F52,8B22,8B22,EEA6,謢
02-5F55,8B15,8B15,EEA9,謕
02-5F57,8B0D,8B0D,EEAB,謍
02-5F5A,8B1C,8B1C,EEAE,謜
02-5F5B,8B13,8B13,EEAF,謓
02-5F5F,8C72,8C72,EEB3,豲
02-5F61,8C6F,8C6F,EEB5,豯
02-5F63,8C94,8C94,EEB7,貔
02-5F64,8CF9,8CF9,EEB8,賹
02-5F65,8D6F,8D6F,EEB9,赯
02-5F68,8E53,8E53,EEBC,蹓
02-5F69,8E50,8E50,EEBD,蹐
02-5F6D,8F40,8F40,EEC1,轀
02-5F73,919B,919B,EEC7,醛
02-5F74,9199,9199,EEC8,醙
02-5F76,91A1,91A1,EECA,醡
02-5F78,91A0,91A0,EECC,醠
02-5F79,93A1,93A1,EECD,鎡
02-5F7A,9383,9383,EECE,鎃
02-5F7C,9364,9364,EED0,鍤
02-5F7D,9356,9356,EED1,鍖
02-5F7E,9347,9347,EED2,鍇
02-6021,937C,937C,EED3,鍼
02-6023,935C,935C,EED5,鍜
02-6025,9349,9349,EED7,鍉
02-6029,936D,936D,EEDB,鍭
02-602C,936A,936A,EEDE,鍪
02-6030,9352,9352,EEE2,鍒
02-6032,9371,9371,EEE4,鍱
02-6034,937B,937B,EEE6,鍻
02-6036,935E,935E,EEE8,鍞
02-6037,9363,9363,EEE9,鍣
02-6038,9367,9367,EEEA,鍧
02-603A,9359,9359,EEED,鍙
02-603B,95C7,95C7,EEEE,闇
02-603D,95C9,95C9,EEF0,闉
02-603E,95C3,95C3,EEF1,闃
02-603F,95C5,95C5,EEF2,闅
02-6040,95B7,95B7,EEF3,閷
02-6042,96B0,96B0,EEF5,隰
02-6044,9720,9720,EEF7,霠
02-6046,9718,9718,EEF9,霘
02-6047,971D,971D,EEFA,霝
02-6048,9719,9719,EEFB,霙
02-604B,979C,979C,EEFE,鞜
02-604E,97D5,97D5,EF42,韕
02-604F,97D4,97D4,EF43,韔
02-6050,97F1,97F1,EF44,韱
02-6052,9844,9844,EF46,顄
02-6054,9849,9849,EF48,顉
02-6056,9843,9843,EF4A,顃
02-6057,9925,9925,EF4B,餥
02-6058,992B,992B,EF4C,餫
02-605A,992A,992A,EF4E,餪
02-605B,9933,9933,EF4F,餳
02-605D,992F,992F,EF51,餯
02-605E,992D,992D,EF52,餭
02-605F,9931,9931,EF53,餱
02-6060,9930,9930,EF54,餰
02-6062,99A3,99A3,EF56,馣
02-6063,99A1,99A1,EF57,馡
02-6066,99F4,99F4,EF5A,駴
02-6067,99F7,99F7,EF5B,駷
02-6068,99F9,99F9,EF5C,駹
02-6069,99F8,99F8,EF5D,駸
02-606B,99FB,99FB,EF5F,駻
02-606E,99FC,99FC,EF62,駼
02-606F,9A03,9A03,EF63,騃
02-6070,9ABE,9ABE,EF64,骾
02-6071,9AFE,9AFE,EF65,髾
02-6072,9AFD,9AFD,EF66,髽
02-6074,9AFC,9AFC,EF68,髼
02-6075,9B48,9B48,EF69,魈
02-6078,9B9E,9B9E,EF6C,鮞
02-607A,9BA6,9BA6,EF6E,鮦
02-607B,9BA1,9BA1,EF6F,鮡
02-607C,9BA5,9BA5,EF70,鮥
02-607D,9BA4,9BA4,EF71,鮤
02-607E,9B86,9B86,EF72,鮆
02-6121,9BA2,9BA2,EF73,鮢
02-6122,9BA0,9BA0,EF74,鮠
02-6124,9D33,9D33,EF76,鴳
02-6125,9D41,9D41,EF77,鵁
02-6126,9D67,9D67,EF78,鵧
02-6128,9D2E,9D2E,EF7A,鴮
02-612C,9D30,9D30,EF7E,鴰
02-612D,9D45,9D45,EFA1,鵅
02-612E,9D42,9D42,EFA2,鵂
02-612F,9D43,9D43,EFA3,鵃
02-6130,9D3E,9D3E,EFA4,鴾
02-6133,9D3D,9D3D,EFA7,鴽
02-6137,9E89,9E89,EFAB,麉
02-6139,9EB0,9EB0,EFAD,麰
02-6140,9F22,9F22,EFB4,鼢
02-6143,5131,5131,EFB7,儱
02-6146,5698,5698,EFBA,嚘
02-6147,569C,569C,EFBB,嚜
02-6148,5697,5697,EFBC,嚗
02-6149,569A,569A,EFBD,嚚
02-614C,5970,5970,EFC0,奰
02-6150,5DC0,5DC0,EFC4,巀
02-6153,61D8,61D8,EFC7,懘
02-6157,61F1,61F1,EFCB,懱
02-6159,61F0,61F0,EFCD,懰
02-615A,61EB,61EB,EFCE,懫
